word,pronunciation,translation,part_of_speech,country,level,audio_url
opt,/ɒpt/,выбрать,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/opt-us.mp3
optical,/ˈɒptɪkəl/,оптический,adjective,both,C1,
optimism,/ˈɒptɪmɪzəm/,оптимизм,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/optimism-us.mp3
optimistic,/ˌɒptɪˈmɪstɪk/,оптимистичный,adjective,both,B2,
oral,/ˈɒɹəl/,оральный,adjective,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/oral-uk.mp3
orchestra,/ˈɔːkəstɹə/,оркестр,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/orchestra-uk.mp3
organic,/ɔːˈɡænɪk/,органический,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/organic-us.mp3
organizational,,организационный,adjective,both,C1,
orientation,/ˌɔɹiɛnˈteɪʃən/,ориентация,noun,both,C1,
originate,/əˈɹɪdʒɪneɪt/,возникать,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/originate-us.mp3
outbreak,/ˈaʊtbɹeɪk/,вспышка,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/outbreak-us.mp3
outfit,/ˈaʊtfɪt/,одежда,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/outfit-uk.mp3
outing,/ˈaʊtɪŋ/,прогулка,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/outing-uk.mp3
outlet,/ˈaʊtlɛt/,выход,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/outlet-us.mp3
outlook,/ˈaʊtˌlʊk/,мировоззрение,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/outlook-us.mp3
output,/ˈaʊtpʊt/,выход,noun,both,B2,
outrage,/ˈæot.ɹæed͡ʒ/,возмущение,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/outrage-us.mp3
outrage,/ˈæot.ɹæed͡ʒ/,возмущение,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/outrage-us.mp3
outsider,/ˌaʊtˈsaɪdəɹ/,посторонний,noun,both,C1,
outstanding,,выдающийся,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/outstanding-us.mp3
overcome,/ˌəʊvəˈkʌm/,преодолеть,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/overcome-us.mp3
overlook,/əʊvəˈlʊk/,игнорировать,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/overlook-us.mp3
overly,,чрезмерно,adverb,both,C1,
overnight,,ночь,adverb,both,B2,
oversee,/əʊvə(ɹ)siː/,наблюдать,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/oversee-uk.mp3
overturn,,опрокидывать,verb,both,C1,
overwhelm,/ˌovɚˈʍɛlm/,подавлять,verb,both,C1,
overwhelming,/ˌəʊvəˈwɛlmɪŋ/,подавляющий,adjective,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/overwhelming-us.mp3
ownership,,собственность,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/ownership-us.mp3
oxygen,/ˈɒksɪdʒən/,кислород,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/oxygen-us.mp3
packet,/ˈpak.ɪt/,пакет,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/packet-uk.mp3
pad,/pæd/,подушечка,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/pad-au.mp3
palm,/ˈpæm/,ладонь,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/palm-us.mp3
panic,/ˈpænɪk/,паника,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/panic-us.mp3
parade,/pəˈɹeɪd/,парад,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/parade-us.mp3
parallel,/ˈpæɹəˌlɛl/,параллельный,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/parallel-us.mp3
parallel,/ˈpæɹəˌlɛl/,параллельный,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/parallel-us.mp3
parameter,/pəˈɹæm.ɪ.tə/,параметр,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/parameter-us.mp3
part-time,,неполная занятость,adj adv,both,B2,
passing,/ˈpɑːsɪŋ/,прохождение,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/passing-au.mp3
passionate,/ˈpæʃənət/,страстный,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/passionate-us.mp3
passive,/ˈpæs.ɪv/,пассивный,adjective,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/passive-us.mp3
password,/ˈpæswɜːd/,пароль,noun,both,B2,
pastor,/ˈpɑːstə/,пастор,noun,both,C1,
patch,/pætʃ/,пластырь,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/patch-us.mp3
patent,/ˈpeɪtənt/,патент,noun,both,C1,
pathway,/ˈpæθˌweɪ/,путь,noun,both,C1,
patience,/ˈpeɪʃəns/,терпение,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/patience.mp3
patrol,/pəˈtɹəʊl/,патруль,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/patrol-uk.mp3
patrol,/pəˈtɹəʊl/,патруль,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/patrol-uk.mp3
patron,/ˈpeɪ.tɹən/,покровитель,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/patron-us.mp3
pause,/pɔːz/,пауза,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/pause-us.mp3
pause,/pɔːz/,пауза,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/pause-us.mp3
peak,/piːk/,пик,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/peak-uk.mp3
peasant,/ˈpɛzənt/,крестьянин,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/peasant-us.mp3
peculiar,[pʰə̥ˈkʰj̊uːljʊə],своеобразный,adjective,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/peculiar-us.mp3
peer,/pɪə/,вглядеться,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/peer-1-us.mp3
penalty,/ˈpɛnəlti/,штраф,noun,both,B2,
pension 1,,пенсия 1,noun,US,C1,
perceive,/pəˈsiːv/,воспринимать,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/perceive-us.mp3
perception,/pəˈsɛpʃ(ə)n/,восприятие,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/perception-us.mp3
permanently,/ˈpɜːmənəntli/,навсегда,adverb,both,B2,
persist,/pəˈsɪst/,,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/persist-us.mp3
persistent,/pəˈsɪstənt/,настойчивый,adjective,both,C1,
personnel,/-el/,персонал,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/personnel-us.mp3
petition,/pəˈtɪ.ʃən/,петиция,noun,both,C1,
pharmacy,/ˈfɑːməsi/,аптека,noun,US,B2,https://api.dictionaryapi.dev/media/pronunciations/en/pharmacy-uk.mp3
philosopher,/fɪˈlɒs.ə.fə(ɹ)/,философ,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/philosopher-uk.mp3
philosophical,/ˌfɪləˈsɒfɪkl̩/,философский,adjective,both,C1,
physician,/fɪˈzɪʃən/,врач,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/physician-us.mp3
pill,/pɪl/,таблетка,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/pill-uk.mp3
pioneer,/ˌpaɪəˈnɪəɹ/,пионер,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/pioneer-us.mp3
pioneer,/ˌpaɪəˈnɪəɹ/,пионер,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/pioneer-us.mp3
pipeline,/ˈpaɪpˌlaɪn/,трубопровод,noun,both,C1,
pirate,/ˈpaɪ̯(ə)ɹət/,пират,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/pirate-us.mp3
pit,/ˈpɪt/,яма,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/pit.mp3
pity,/ˈpɪti/,жалость,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/pity-us.mp3
placement,/ˈpleɪsmənt/,размещение,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/placement-us.mp3
plea,/pliː/,просьба,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/plea-uk.mp3
plead,,умолять,verb,both,C1,
pledge,/plɛdʒ/,приносить присягу,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/pledge-us.mp3
pledge,/plɛdʒ/,приносить присягу,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/pledge-us.mp3
plug,/plʌɡ/,затыкать,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/plug-us.mp3
plug,/plʌɡ/,затыкать,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/plug-us.mp3
plunge,/plʌndʒ/,погружаться,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/plunge-us.mp3
pole,/pɔːl/,столб,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/pole-us.mp3
poll,/pɔl/,голосование,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/poll-1-us.mp3
pond,/pɒnd/,пруд,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/pond-us.mp3
pop,/pɒp/,поп,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/pop-ca.mp3
portfolio,/-əʊl.jəʊ/,портфель,noun,both,C1,
portion,/ˈpoəɹʃən/,часть,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/portion-us.mp3
portray,/pɔɹˈtɹeɪ/,изображать,verb,both,C1,
postpone,/poʊstˈpoʊn/,откладывать,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/postpone-us.mp3
postwar,,послевоенный,adjective,US,C1,
potentially,/pəˈtɛnʃ(ə)li/,потенциально,adverb,both,B2,
practitioner,/pɹækˈtɪʃənə/,практик,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/practitioner-uk.mp3
preach,/pɹiːt͡ʃ/,проповедовать,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/preach-uk.mp3
precede,/pɹiːˈsiːd/,предшествовать,verb,both,B2,
precedent,/pɹɪˈsiː.dənt/,прецедент,noun,both,C1,
precious,/ˈpɹɛʃəs/,драгоценный,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/precious-us.mp3
precise,/pɹɪˈsaɪs/,точный,adjective,both,B2,
precisely,/pɹɪˈsaɪsli/,именно так,adverb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/precisely-us.mp3
precision,/pɹɪˈsɪ.ʒ(ə)n/,точность,noun,both,C1,
predator,/ˈpɹɛd.ə.təɹ/,хищник,noun,both,C1,
predecessor,/ˈpɹiːdɪsɛsɚ/,предшественник,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/predecessor-uk.mp3
predictable,/pɹɪˈdɪktəbl̩/,предсказуемый,adjective,both,B2,
predominantly,,преимущественно,adverb,both,C1,
premium,/ˈpɹimiəm/,премия,noun,both,C1,
prescribe,/pɹɪˈskɹaɪb/,предписывать,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/prescribe-uk.mp3
prescription,/pɝˈskɹɪpʃən/,рецепт,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/prescription-us.mp3
presently,/ˈpɹɛzəntli/,в настоящее время,adverb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/presently-us.mp3
preservation,/pɹɛ.zɝˈveɪ.ʃən/,сохранение,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/preservation-us.mp3
preside,,председательствовать,verb,both,C1,
presidency,/ˈpɹezɪdənsi/,президентство,noun,both,C1,
presidential,/pɹɛzɪˈdɛnʃ(ə)l/,президентский,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/presidential-uk.mp3
prestigious,/pɹə-/,престижный,adjective,both,C1,
presumably,/pɹɪˈzjuːməbli/,предположительно,adverb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/presumably-us.mp3
presume,/pɹɪˈzjuːm/,предполагать,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/presume-uk.mp3
prevail,/pɹɪˈveɪl/,преобладать,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/prevail-us.mp3
prevalence,,распространенность,noun,both,C1,
prevention,/pɹɪˈvɛnʃən/,профилактика,noun,both,C1,
prey,/pɹeɪ/,добыча,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/prey-us.mp3
pride,/pɹaɪd/,гордость,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/pride-us.mp3
primarily,/pɹaɪˈmɛɹəli/,прежде всего,adverb,both,B2,
prior,/ˈpɹaɪɚ/,прежний,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/prior-us.mp3
privatization,,приватизация,noun,both,C1,
privilege,/ˈpɹɪv(ɪ)lɪdʒ/,привилегия,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/privilege-us.mp3
probability,/pɹɒbəˈbɪlɪti/,вероятность,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/probability-us.mp3
probable,/ˈpɹɒbəbl̩/,вероятный,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/probable-us.mp3
probe,/pɹəʊb/,зонд,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/probe-uk.mp3
probe,/pɹəʊb/,зонд,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/probe-uk.mp3
problematic,,проблемный,adjective,both,C1,
proceed,/pɹəˈsiːd/,продолжить,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/proceed-us.mp3
proceeding,/pɹəˈsiːdɪŋ/,разбирательство,noun,US,C1,https://api.dictionaryapi.dev/media/pronunciations/en/proceeding-us.mp3
proceeds,/ˈpɹəʊsiːdz/,доходы,noun,both,C1,
processing,/ˈpɹəʊsɛsɪŋ/,обработка,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/processing-us.mp3
processor,/ˈpɹəʊˌsɛsə(ɹ)/,процессор,noun,both,C1,
proclaim,/pɹoʊˈkleɪm/,провозглашать,verb,both,C1,
productive,/pɹəˈdʌktɪv/,продуктивный,adjective,both,C1,
productivity,/ˌpɹɒdʌkˈtɪvəti/,производительность,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/productivity-us.mp3
profitable,/ˈpɹɒfɪtəbl̩/,прибыльный,adjective,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/profitable-us.mp3
profound,/pɹəˈfaʊnd/,глубокий,adjective,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/profound-us.mp3
programming,/ˈpɹəʊɡɹəmɪŋ/,программирование,noun,both,B2,
progressive,/pɹəˈɡɹɛsɪv/,прогрессивный,adjective,both,B2,
prohibit,/pɹəʊˈhɪbɪt/,запретить,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/prohibit-us.mp3
projection,/pɹəˈdʒɛkʃən/,проекция,noun,both,C1,
prominent,/ˈpɹɒmɪnənt/,видный,adjective,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/prominent-us.mp3
promising,/ˈpɹɒmɪsɪŋ/,многообещающий,adjective,both,B2,
promotion,/pɹəˈməʊʃən/,повышение,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/promotion-us.mp3
prompt,/pɹɒmpt/,быстрый,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/prompt-uk.mp3
pronounced,/pɹəˈnaʊnst/,выраженный,adjective,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/pronounced-us.mp3
propaganda,[ˌpɹɒp.ə.ˈɡæn.də],пропаганда,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/propaganda-us.mp3
proportion,/pɹəˈpɔːʃən/,пропорция,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/proportion-us.mp3
proposition,/ˌpɹɑpəˈzɪʃən/,предложение,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/proposition-us.mp3
prosecute,/ˈpɹɒsɪkjuːt/,преследовать по суду,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/prosecute-uk.mp3
prosecution,/ˌpɹɑ.səˈkju.ʃən/,судебное преследование,noun,both,C1,
prosecutor,/ˈpɹɑsəˌkjuːtəɹ/,прокурор,noun,both,C1,
prospective,/pɹəˈspɛktɪv/,перспективный,adjective,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/prospective-uk.mp3
prosperity,/pɹɒˈspɛɹ.ɪ.ti/,процветание,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/prosperity-us.mp3
protective,/pɹoʊtɛktɪv/,защитный,adjective,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/protective-uk.mp3
protein,/ˈpɹəʊti.ɪn/,белок,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/protein-us.mp3
protester,/pɹəˈtestəɹ/,протестующий,noun,both,B2,
protocol,/ˈpɹəʊtəˌkɒl/,протокол,noun,both,C1,
province,/ˈpɹɒvɪns/,провинция,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/province-us.mp3
provincial,/pɹɒvinʃəl̩/,провинциальный,adjective,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/provincial-us.mp3
provision,/pɹəˈvɪʒ.ən/,обеспечение,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/provision-us.mp3
provoke,/pɹəˈvəʊk/,провоцировать,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/provoke-us.mp3
psychiatric,/ˌsaɪ.ki.ˈæt.ɹɪk/,психиатрический,adjective,both,C1,
psychological,/ˌsaɪkəˈlɒdʒɪkl/,психологический,adjective,both,B2,
publicity,,реклама,noun,both,B2,
publishing,/ˈpʌblɪʃɪŋ/,издательский,noun,both,B2,
puzzle,/ˈpʌzəl/,головоломка,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/puzzle-ca.mp3
query,/ˈkwɪə.ɹi/,запрос,noun,both,C1,
quest,/kwɛst/,квест,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/quest-us.mp3
questionnaire,/ˌk(w)estjəˈnɛə/,вопросник,noun,both,B2,
quota,/ˈkwoʊtə/,квота,noun,both,C1,
racial,/ˈɹeɪʃəl/,расовый,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/racial-uk.mp3
racism,/ˈɹeɪsɪzm̩/,расизм,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/racism-us.mp3
racist,/ˈɹeɪsɪst/,расистский,adjective,both,B2,
racist,/ˈɹeɪsɪst/,расистский,noun,both,B2,
radar,/ˈɹeɪdɑː(ɹ)/,радар,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/radar-us.mp3
radiation,/ɹaɪ.di.ˈaɪ.ʃən/,радиация,noun,both,B2,
radical,/ˈɹædɪkəl/,радикальный,adjective,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/radical-au.mp3
rage,/ɹeɪdʒ/,ярость,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/rage-us.mp3
raid,/ɹeɪd/,рейд,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/raid-us.mp3
raid,/ɹeɪd/,рейд,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/raid-us.mp3
rail,/ɹeɪl/,рельс,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/rail-us.mp3
rally,/ˈɹæ.li/,митинг,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/rally-uk.mp3
rally,/ˈɹæ.li/,митинг,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/rally-uk.mp3
random,/ˈɹændəm/,случайный,adjective,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/random-us.mp3
ranking,/ˈɹænk.ɪŋ/,рейтинг,noun,both,C1,
rape,,изнасилование,noun,both,C1,
rape,,изнасилование,verb,both,C1,
rat,/ɹæt/,крыса,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/rat-uk.mp3
rating,/ˈɹeɪtɪŋ/,рейтинг,noun,both,B2,
ratio,/ˈɹeɪ.ʃi.əʊ/,соотношение,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/ratio-us.mp3
rational,/ˈɹæʃ(ə)nəl/,рациональный,adjective,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/rational-au.mp3
ray,/ɹeɪ/,луч,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/ray-us.mp3
readily,/ˈɹɛdɪli/,с готовностью,adverb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/readily-us.mp3
realization,/ˌɹiə-/,реализация,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/realization-us.mp3
realm,/ɹɛlm/,область,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/realm-au.mp3
rear,/ɹɪə/,задний,adjective,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/rear-us.mp3
rear,/ɹɪə/,задний,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/rear-us.mp3
reasonably,/ˈɹiː.zən.ə.bli/,разумно,adverb,both,B2,
reasoning,/ˈɹiːzənɪŋ/,рассуждение,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/reasoning-us.mp3
reassure,/ɹiəˈʃʊə(ɹ)/,успокоить,verb,both,C1,
rebel,/ˈɹɛbəl/,мятежник,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/rebel-1-us.mp3
rebellion,/ɹɪˈbɛl.i.ən/,бунт,noun,both,C1,
rebuild,/ˈɹiːbɪld/,перестроить,verb,both,B2,
receiver,/ɹəˈsiːvə/,получатель,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/receiver-us.mp3
recession,/ɹɪˈsɛʃn̩/,рецессия,noun,both,B2,
recipient,/ɹəˈsɪp.i.ənt/,получатель,noun,both,C1,
reckon,/ˈɹɛkən/,считать,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/reckon-us.mp3
recognition,/ˌɹɛkəɡˈnɪʃən/,признание,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/recognition-us.mp3
reconstruction,,реконструкция,noun,both,C1,
recount 1,,пересчитать 1,verb,US,C1,
recovery,/ɹəˈkʌvəɹi/,восстановление,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/recovery-us.mp3
recruit,/ɹɪˈkɹuːt/,нанимать,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/recruit-uk.mp3
recruit,/ɹɪˈkɹuːt/,нанимать,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/recruit-uk.mp3
recruitment,,вербовка,noun,both,C1,
referee,/ˌɹɛf.əˈɹiː/,судья,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/referee-us.mp3
referendum,/ˌɹɛfəˈɹɛndəm/,референдум,noun,both,C1,
reflection,/ɹɪˈflɛkʃən/,отражение,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/reflection-us.mp3
reform,/ɹɪˈfɔːm/,реформа,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/reform-us.mp3
reform,/ɹɪˈfɔːm/,реформа,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/reform-us.mp3
refuge,/ˈɹɛfjuːdʒ/,убежище,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/refuge-uk.mp3
refugee,/ɹɛfjʊˈdʒiː/,беженец,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/refugee-uk.mp3
refusal,/ɹɪˈfjuːzl̩/,отказ,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/refusal-us.mp3
regain,/ɹiːˈɡeɪn/,вернуть себе,verb,both,C1,
regardless,/ɹɪˈɡɑːd.lɪs/,несмотря ни на что,adverb,both,C1,
regime,/ɹeɪˈʒiːm/,режим,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/regime-uk.mp3
registration,,регистрация,noun,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/registration-us.mp3
regulate,/ˈɹɛɡjəleɪt/,регулировать,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/regulate-us.mp3
regulator,/ɹɛɡ.juː.leɪt.ə/,регулятор,noun,both,C1,
regulatory,/ˈɹɛɡjələtɹi/,нормативный,adjective,both,C1,
rehabilitation,,реабилитация,noun,both,C1,
reign,[ɹeɪn],править,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/reign-us.mp3
reign,[ɹeɪn],править,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/reign-us.mp3
reinforce,/ˌɹiːɪnˈfɔː(ɹ)s/,усиливать,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/reinforce-us.mp3
rejection,/ɹəˈdʒɛkʃən/,отказ,noun,both,C1,
relevance,,актуальность,noun,both,C1,
reliability,,надежность,noun,both,C1,
relieve,/ɹɪˈliːv/,облегчить,verb,both,B2,https://api.dictionaryapi.dev/media/pronunciations/en/relieve-us.mp3
remedy,/ˈɹɛmədi/,средство,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/remedy-us.mp3
reminder,,напоминание,noun,both,C1,
removal,/ɹəˈmuːvəl/,удаление,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/removal-au.mp3
render,/ˈɹɛn.də/,оказывать,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/render-us.mp3
renew,/ɹɪˈnjuː/,возобновлять,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/renew-us.mp3
renowned,/ɹɪˈnaʊnd/,известный,adjective,both,C1,
rental,/ˈɹɛntəl/,аренда,noun,both,C1,
replacement,/ɹɪˈpleɪsmənt/,замена,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/replacement-us.mp3
reportedly,/ɹɪˈpɔːtɪdli/,как сообщается,adverb,both,C1,
reporting,,отчетность,noun,both,B2,
representation,/ˌɹɛp.ɹə.zɛn.ˈteɪ.ʃən/,представительство,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/representation-us.mp3
reproduce,/ˌɹi.pɹoʊˈdjus/,воспроизводить,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/reproduce-uk.mp3
reproduction,,воспроизводство,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/reproduction-us.mp3
republic,[ɹɪˈpʌblɪk],республика,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/republic-us.mp3
resemble,/ɹɪˈzɛmb(ə)l/,напоминать,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/resemble-uk.mp3
reside,/ɹɪˈzaɪd/,проживать,verb,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/reside-us.mp3
residence,/ˈɹɛz.ɪ.dəns/,резиденция,noun,both,C1,https://api.dictionaryapi.dev/media/pronunciations/en/residence-us.mp3
residential,,Жилой,adjective,both,C1,
